name,online_order,book_table,ratings(out of 5),votes,location,dish_liked,cuisines,cost(2 People)
Toscano,Yes,Yes,4.4,1854,Lavelle Road,"Pizza, Pasta, Pepperoni, Wine, Salads, Chicken Bruschetta, Tiramisu","Italian, Salad",1500
Kobe Sizzlers,Yes,No,4.1,1136,Brigade Road,"Sizzler Brownie, Steak, Potato Mash, Caramel Custard, Pasta, Spicy Chicken Sizzler, Spaghetti","American, Continental, Fast Food, Steak",1500
Wolf'ish,Yes,No,4.1,488,Church Street,"Burgers, Peri Peri Chicken, Fries, Mojito, Bbq Chicken Pizza, Mozzarella Sticks, Pasta","Cafe, American, Italian, Pizza, Burger",700
Amber Rush Restobar,No,Yes,4.1,105,Residency Road,"Cocktails, Pizza, Fries, Wings, Mango Phirni, Fish Grill","Continental, Chinese, Fast Food",1000
The Chariot,Yes,No,2.9,50,Brigade Road,"Masala Dosa, Panneer Butter Masala, Thali","South Indian, North Indian, Chinese",350
Fat Buddha,Yes,Yes,4.0,457,Cunningham Road,"Crab Soup, Noodles, Wine, Spicy Crabmeat Soup, Manchow Soup, Momos, Sea Food","Chinese, Thai",1000
Carnival de Goa,Yes,Yes,4.2,986,Ulsoor,"Sea Food, Spicy Crab Soup, Cocktails, Squid Fry, Prawn Curry, Lobster, Fish Curry","Goan, Mangalorean, Pizza",1000
20 Feet High,Yes,Yes,4.0,940,Church Street,"Burgers, Mocktails, Pasta, Cocktails, Beef Steak, Lunch Buffet, Chicken Steak","American, Continental, Steak, Salad",1000
Lazio Steaks & More,Yes,No,4.0,122,Frazer Town,"Burgers, Beef Steak, Mutton Biryani, Pie, Mudpie, Cheesecake, Chicken Wings","Continental, Chinese, Steak",1000
Cobaja,Yes,Yes,4.2,82,Brigade Road,"Cocktails, Badam Milk, Mutton Liver Fry, Neer Dosa, Paan Mojito, Veg Thali, Mocktails","Seafood, South Indian, Bar Food, Mangalorean, Konkan",700
RockSalt,Yes,Yes,4.4,502,St. Marks Road,"Roti, Cocktails, Chicken Biryani, Paratha, Dahi Ke Kabab, Jalebi, Chicken Tikka",Modern Indian,1900
Samskruti - Sanman Gardenia,Yes,No,4.0,141,Jayanagar,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka","North Indian, Chinese, South Indian",550
The Tao Terraces,Yes,Yes,3.9,1943,MG Road,"Salads, Cocktails, Khao Suey, Laksa, Jumbo Prawns, Veg Sushi, Espresso Martini","Thai, Japanese, Korean, Burmese, Chinese",2100
Ta'aam,No,No,4.1,405,Cunningham Road,"Laham Mandi, Mutton Chops, Biryani, Mutton Soup, Naan, Paneer Tikka, Jeera Rice","North Indian, Mughlai, Arabian, Chinese",750
Anupam's Coast II Coast,Yes,Yes,4.2,861,Church Street,"Murgh Ghee Roast, Sea Food, Neer Dosa, Fish, Prawn Ghee Roast, Appam, Ghee Roast Paneer","Seafood, Mangalorean, North Indian, Chinese",1400
Nossa Goa,Yes,Yes,4.1,302,Richmond Road,"Breakfast Platter, Roast Chicken, Sea Food, Calamari, Waffles, Chorizo Pav, Prawn","Goan, Seafood, Konkan, Desserts",1000
Step Right Up,Yes,No,4.1,161,Vasanth Nagar,"Burgers, Peri Peri Fries, Exotic Pizza, Sandwiches, Veggie Pizza, White Sauce Pasta, French Fries","Cafe, Italian",300
The Belgian Waffle Co.,Yes,No,3.8,82,Residency Road,Waffles,"Desserts, Beverages",350
Brownie Heaven,Yes,No,4.1,34,Cunningham Road,"Filter Coffee, Triple Chocolate, Brownie Chocolate, Vanilla Ice Cream, Brownie Shake, Tiramisu, Chocolate Shake","Desserts, Fast Food",300
Le Rock,Yes,No,4.1,1222,Brigade Road,"Cocktails, Pizza, Murgh Platter, Draught Beer, Veg Platter, Chicken Wings, Fries","Continental, Chinese",2000
GMT - Gelateria Montecatini Terme,Yes,No,4.4,69,Lavelle Road,"Irish Coffee, Gelato Ice Cream, Italian Icecream, Chocolate Cake","Desserts, Ice Cream",300
Happy Belly Bakes,Yes,No,4.2,121,MG Road,"Hot Chocolate, Waffles, Chicken Pizza, Brownie, Tea, Chocolate Cupcake, Pasta","Cafe, Bakery",500
The J,Yes,No,4.0,140,Church Street,"Fried Cheese, French Fries, Maggi, Thick Shakes, Chilli Cheese Fries, Tea","Fast Food, Beverages",400
The Grill House,Yes,Yes,4.1,774,Ulsoor,"Steak, Burgers, Cocktails, Beer, Buffalo Wings, Pasta, Chicken Stroganoff","American, Mexican, Italian, Steak",1200
BLOW,Yes,Yes,4.3,972,Church Street,"Mocktails, Pasta, Burgers, Sandwich, Salsa, Salad, Hazelnut Frappe","Cafe, Continental, American, Burger",750
Ging - Royal Orchid Central,Yes,Yes,4.4,232,MG Road,"Paneer Satay, Beer, Creme Brulee, Crispy Prawns",Asian,2000
ASEAN - On The Edge,Yes,Yes,4.5,875,MG Road,"Cocktails, Khao Suey, Mocktails, Salad, Beer, Malacca Curry, Sangria","Asian, Thai",1800
The Konkan - Seafood Restaurant,Yes,Yes,4.4,219,St. Marks Road,"Sea Food, Murgh Ghee Roast, Mocktails, Stuffed Pomfret, Sol Kadhi, Kokum Juice, Coconut Rice","Seafood, Konkan, Mangalorean",850
Ebony,Yes,Yes,4.3,3152,MG Road,"Appam, Khao Suey, Chicken Biryani, Kebab Platter, Rabri, Prawn, Pad Thai","North Indian, South Indian",1500
Mountain Spice,Yes,No,3.9,189,Koramangala 8th Block,"Momos, Chicken Lollipop, Chicken Momo, Noodles, Chicken Thukpa",Chinese,200
Driven Cafe,Yes,No,3.6,123,Residency Road,"Coffee, Fries, Cappuccino, Margherita Pizza","Cafe, Beverages, Fast Food",600
OCEA HOTEL,Yes,No,3.7,281,Brigade Road,"Sea Food, Fish, Murgh Ghee Roast, Crabmeat Soup, Jeera Rice, Prawn, Chicken Grill","North Indian, Chinese, Seafood",800
Just Shawarma,Yes,No,3.8,111,Ulsoor,"Rolls, Whole Meat Shawarma",Arabian,300
Cafe Cerrise,No,No,3.8,99,Ulsoor,"Bannoffee Pie, Pasta, Sandwiches, Salsa, Sandwich, Salads, Pita Bread","Cafe, Continental, Salad",600
Stir Fry,No,No,4.0,210,Residency Road,"Spring Roll, Chicken Lollipop, Chaap, Momos, Lamb, Chicken Manchow Soup, Hakka Noodles","Chinese, Momos",500
Mamma Mexicana,Yes,Yes,2.2,409,MG Road,"Nachos, Pizza, Margarita, Mushroom Soup, Tacos, Tortilla Soup, Chicken Burritos",Mexican,1000
New Prashanth Hotel,Yes,No,3.7,50,Majestic,"Biryani, Ragi Mudde, Chicken Curry","South Indian, Biryani, Chinese, North Indian",750
The Bundle Co.,Yes,No,4.4,232,MG Road,"Burgers, Salad, Mocktails, Pasta Arrabiata, Fries, Nutella Cheesecake, Teriyaki Chicken Wings","Burger, Continental, Italian, Beverages",700
Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,Yes,No,3.9,466,Ulsoor,"Chocolate Shake, Wine, Burgers, Sangria, Paratha, Pasta, Fish","Cafe, American, Continental, Steak",800
Rescafe,No,No,3.8,41,Residency Road,"Samosa, Tea",Beverages,100
Bon Sante,No,No,3.6,104,Brigade Road,"Burgers, Sandwiches, Fries, Pasta, Tea, Chicken Curry, Fried Rice","Cafe, Continental, Italian",800
The Charcoal Factory,Yes,No,4.1,292,Koramangala 6th Block,"Burgers, Cheesy Pizza, Chips, Fries, Rice Bowl, White Sauce Pasta, Chicken Wings","Burger, Pizza, Momos",600
Hotel Tom's Restaurant,Yes,Yes,4.4,725,Richmond Road,"Appam, Sea Food, Fry Prawns, Dal Fry, Fish, Chicken Curry, Murgh Ghee Roast","Mangalorean, Seafood, Chinese, North Indian",1000
Nite Out,Yes,No,4.0,1114,Koramangala 4th Block,"Chicken Boneless Biryani, Brownie, Rolls, Chicken Masala, Chocolate Milkshake, Chicken Curry, Noodles","North Indian, Chinese, Biryani",500
Double Decker,No,Yes,4.3,2741,Brigade Road,"Bbq Pizza, Pasta, Sangria, Cocktails, Mocktails, Virgin Mojito, Potato Wedges","Continental, North Indian",1300
Taj Hotel,Yes,No,3.7,111,Shivajinagar,"Ghee Rice, Mutton Biryani, Seekh Kebab, Paratha, Tandoori Chicken, Kalmi Kebab","Mughlai, Chinese",700
Friends Night Kitchen,Yes,No,3.8,110,Koramangala 6th Block,"Pizza, Burgers, Cheese Burger, Garlic Bread","Italian, Pizza",400
Somilan Steak House,No,No,4.3,544,Church Street,"Salads, Beef Steak, Tiramisu, Pork Chops, Crispy Pork, Chicken Salad, Wine","North Eastern, Asian, Naga, Steak, Momos",800
Masala Oota,Yes,No,3.6,79,Residency Road,"Donne Chicken Biryani, Akki Rottis, Roti, Mutton Chops, Chicken Curry, Vada, Coffee","South Indian, Biryani",500
The Biere Club,Yes,Yes,4.3,3498,Lavelle Road,"Wheat Beer, Pizza, Cocktails, Virgin Sangria, Pork Chops, Meatballs, Craft Beer","Continental, BBQ, Finger Food",1700
Fava,No,Yes,4.4,2055,Lavelle Road,"Gnocchi, Cocktails, Pizza, Salads, Creme Brulee, Sangria, Pasta","Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab",1200
Gobble Up Churros Cafe,Yes,No,3.8,38,Ulsoor,"Churros, Empanadas","Beverages, Cafe, Desserts, Spanish, Bakery",400
Bootlegger,No,No,4.1,1546,Lavelle Road,"Beer, Cocktails, Beef Steak, Beef Chilli, Nachos, Pasta, Pizza","Continental, Steak",1200
Cafe Mangii,Yes,Yes,4.3,1055,Lavelle Road,"Pizza, Pasta, Mocktails, Tiramisu, Mousse, Sangria, Minestrone Soup","Italian, Continental, Pizza",1600
Hyderabad Biryaani House,No,No,4.2,1364,Richmond Road,"Hyderabadi Biryani, Haleem, Andhra Biryani, Chicken Biryani, Mutton Biryani, Ghee Rice, Butter Chicken","Biryani, North Indian, Chinese",700
Sunny's,No,Yes,4.1,1343,Lavelle Road,"Penne Pasta, Pizza, Cocktails, Salads, Risotto, Sea Food, Crab Cake","European, Italian, Seafood, Continental",2100
The Bangalore Cafe,Yes,Yes,4.2,525,Shanti Nagar,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages",800
Truffles,No,No,4.5,3599,St. Marks Road,"Burgers, Pasta, Cheese Burger, Mocktails, Ferrero Rocher Milkshake, Peri Chicken, Chicken Paprika","Cafe, American, Burger, Steak",900
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,Yes,Yes,4.4,726,MG Road,"Burgers, Sandwiches, Peanut Butter Smoothie, Margherita Pizza, Ravioli, Cocktails, Salad","American, Cafe, Continental",1700
Sakae Japanese Restaurant,No,Yes,4.3,537,Shanti Nagar,"Sushi, Miso Soup, Steak, Ramen, Tea, Rolls, Tempura",Japanese,1400
Samrat Restaurant,No,No,4.1,493,Race Course Road,"Masala Dosa, Aloo Palya, Biryani, Vada Sambar, Badam Halwa, Filter Coffee, Idli","South Indian, North Indian",600
Khazana Food Paradise,No,No,4.2,366,Richmond Road,"Beef Biryani, Chicken Biryani, Chicken Kebab, Mutton Biryani, Beef Kabab, Paratha, Ghee Rice","North Indian, Biryani",400
Mandarin Box,No,No,3.9,85,Church Street,"Momos, Hakka Noodles, Chop Suey",Chinese,500
Little Green Cafe,No,No,4.3,797,Church Street,"Spaghetti, Mezze Platter, Bombay Sandwich, Tomato Ragout, Mushroom Sandwich, Thai Green Curry, Tea","Cafe, Healthy Food, Salad, Continental, Beverages, Italian, Sandwich",900
Lakeview Milkbar,No,No,4.0,1469,MG Road,"Butterscotch Ice Cream, Sandwiches, Milk Shake, Hot Chocolate Fudge, Brownie, Vanilla Ice Cream, Burgers","Desserts, Fast Food, Beverages",450
Juice Junction,Yes,No,4.0,101,St. Marks Road,"Sandwiches, Fruit Bowl, Panipuri, Corn Sandwich, Palak Paneer, Arabian Grape Juice, Cheesy Grilled Sandwich","Juices, Fast Food",150
Dakshin,Yes,No,3.5,47,Wilson Garden,Chicken Biryani,South Indian,450
Sugarberryz Cakery,No,No,3.9,57,Commercial Street,"Chocolate Cake, Cup Cake","Bakery, Desserts",1200
Stars 'N' Stripes,No,No,2.7,77,MG Road,"Burgers, Biryani","North Indian, Chinese, Fast Food",500
Sidewalk Cafe - Nahar's Heritage Hotel,No,No,3.9,135,St. Marks Road,"Pizza, Pasta, Waffles, Sandwich, Apple Pie, Sandwiches, Burgers","Italian, Fast Food",800
Peppa Zzing,Yes,No,4.3,1135,Infantry Road,"Burgers, Pasta, Cheesy Fries, Beef Burger, Ice Tea, Steak Burger, Lamb","Cafe, Fast Food, Burger",800
Canopy,No,No,3.0,108,MG Road,Gulab Jamun,"North Indian, Continental, Chinese",800
Cafe @ Elanza,No,No,3.7,145,Richmond Road,"Breakfast Buffet, Omelette, Lunch Buffet, Pasta","Chinese, North Indian, Cafe",1000
Tempura Restaurant,No,No,3.9,122,Brigade Road,"Chicken Manchurian, Thukpa, Chicken Momo, Veg Momos, Tea, Veg Thupka","Japanese, Chinese, Tibetan, Momos",500
Nandhini Paradise,No,Yes,3.6,279,St. Marks Road,"Murgh Ghee Roast, Veg Thali, Chicken Chettinad, Chicken Kshatriya, Mutton Chops, Hyderabadi Biryani, Roti","Andhra, Chinese, North Indian",800
Nagashree's,No,No,2.9,46,Shanti Nagar,"Biryani, Mutton Chops","South Indian, North Indian, Fast Food",550
Indy's Comfort Food,No,No,4.1,399,Shivajinagar,"Gobhi Pakoda, Bajji, Raita, Ginger Tea, Jalapeno Cheese Poppers, Mojito, Chai","North Indian, Beverages, Fast Food",300
The Oriental Spice - Ashraya Hotel,Yes,No,3.8,159,Infantry Road,"Noodles, Chicken Salad, Lunch Buffet, Fish, Sour Soup, Manchurian, Salads","Chinese, Thai, Indonesian",1300
Baahubelly,No,No,3.7,68,Brigade Road,"Biryani, Tea, Rice, Appam","South Indian, North Indian",500
Funjabi,No,No,3.5,140,Church Street,"Mango Lassi, Butter Chicken, Manchurian, Dehati Chicken, Paneer Lababdar, Chilli Chicken, Palak Paneer",North Indian,600
Siddique Kabab Centre,No,No,3.9,436,Frazer Town,"Chicken Grill, Chicken Biryani, Rolls, Ghee Rice, Tandoori Chicken, Seekh Roll, Chicken Lollipop","Mughlai, Kebab, Chinese",550
Green Theory,Yes,Yes,4.2,2859,Residency Road,"Potato Skins, Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Kiwi Lemonade","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800
Alchemy - The Chancery Pavilion,No,Yes,4.3,497,Residency Road,"Craft Beer, Cocktails, Stout, Chicken Wings, Fish, Brewed Beer, Mysore Pak",Modern Indian,2000
Art of Delight,No,No,4.4,1916,Residency Road,"Waffles, Chocolate Sundae, Mango Ice Cream, Nutella Cheesecake, Salsa, Banana Split, Hot Chocolate Fudge","Ice Cream, Desserts, Beverages",400
Corner House Ice Cream,Yes,No,4.4,638,Residency Road,"Hot Chocolate Fudge, Chocolate Mousse, Ice Cream Strawberry, Vanilla Ice Cream, Thick Shakes, Fruit Salad, Fudge Cake","Ice Cream, Desserts",400
Sweet Truth,Yes,No,4.0,49,Residency Road,"Cheesecake, Chocolate Decadence, Chocolate Fantasy, Chocolate Cake, Pancakes, Lava Cake, Chocolava Cake","Bakery, Desserts",500
Sweet Chariot Cafe,Yes,No,3.8,113,Residency Road,"Chocolate Mousse, Pasta, Chocolate Cake, Lemon Tarts, Veg Burger","Desserts, Bakery",500
Ganache - The Ritz-Carlton,No,No,3.9,51,Residency Road,"Coffee, Cup Cake",Bakery,600
The Bangalore Cafe,Yes,Yes,4.2,525,Shanti Nagar,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages",800
The White Room - Coffee & Kitchen,No,Yes,4.1,1750,Church Street,"Mushroom Quiche, Chicken Quiche, Coffee, Caramel Frappe, Espresso, Chocolate Milkshake, Tea","Cafe, Continental, American, Desserts",1000
Glen's Bakehouse,Yes,No,4.4,1115,Lavelle Road,"Pizza, Coffee, Pasta, Tiramisu, Cheesecake, Hot Chocolate, Pie","Bakery, Cafe, Italian, Desserts",600
Dunkin' Donuts,Yes,No,4.0,1087,Brigade Road,"Burgers, Coffee, Chocolate Donut, Bagel, Chocolate Drink, Dunkaccinos, Hot Chocolate","Desserts, Cafe, Beverages, Burger, Fast Food",550
Belgian Waffle Factory,Yes,No,4.9,1749,Brigade Road,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400
99 Pancakes,Yes,No,4.1,48,Church Street,Nutella Pancakes,"Desserts, Ice Cream",300
Lakeview Milkbar,No,No,4.0,1469,MG Road,"Butterscotch Ice Cream, Sandwiches, Milk Shake, Hot Chocolate Fudge, Brownie, Vanilla Ice Cream, Burgers","Desserts, Fast Food, Beverages",450
IceBreakers,No,No,4.3,184,Church Street,"Waffles, Ice Cream Roll, Brownie Fudge, Chocolate Icecreams","Desserts, Ice Cream",500
Happy Belly Bakes,Yes,No,4.2,121,MG Road,"Hot Chocolate, Waffles, Chicken Pizza, Brownie, Tea, Chocolate Cupcake, Pasta","Cafe, Bakery",500
XO Belgian Waffle,Yes,No,4.5,222,Brigade Road,"Belgian Waffles, Bubble Gum Shake, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450
Koshy's,No,No,3.6,55,Richmond Road,Plum Cake,"Bakery, Fast Food",300
The Waffle Press,Yes,No,4.2,123,St. Marks Road,"Waffles, Liege Waffle, Salted Caramel Ice Cream, Ice Cream Sandwiches, Ice Cream Sandwich","Desserts, Ice Cream",400
Keventers,No,No,3.9,91,Lavelle Road,"Thick Shakes, Vanilla Ice Cream","Beverages, Desserts, Ice Cream",400
Smoor,Yes,No,4.1,67,MG Road,"Cup Cake, Pasta, Sandwich, Fries",Desserts,900
Sreeraj Lassi Bar,Yes,No,3.9,62,Shanti Nagar,"Fruit Lassi, Sweet Lassi, Kulfi, Banana Split","Beverages, Desserts, Juices",150
Kanti Sweets,Yes,No,3.9,104,Brigade Road,"Chaat, Sandwiches, Rasmalai","Mithai, Street Food",400
Ibaco,Yes,No,4.0,94,Brigade Road,Italian Wonder,"Desserts, Ice Cream",300
Hammered,Yes,Yes,4.6,4841,Cunningham Road,"Sangria, Chicken Satay, Crispy Corn, Masala Fries, Wood Fire Pizza, Pesto Pasta, Cocktails","North Indian, Thai, Japanese, Continental, Cafe",1300
Marzipan Cafe & Bakery,Yes,No,4.2,444,Ulsoor,"Coffee, Cheesecake, Chicken Baguette, Pasta, Mudcake, Hot Chocolate, Wedges","Cafe, Mediterranean, Bakery, Greek, Beverages",700
Haji Ali Juice Centre,Yes,No,4.1,80,Commercial Street,"Sandwiches, Rose Faluda, Pizza, Custard Apple Cream, Pav Bhaji","Fast Food, Pizza, Rolls, Beverages, Juices",350
Anand Sweets and Savouries,No,No,4.0,187,Commercial Street,"Badam Milk, Chaat, Rasmalai, Mysore Pak, Samosa, Paneer Cutlets, Kachori","Mithai, Fast Food",400
Tewari Bros Mithai Shoppie,Yes,No,3.8,59,Commercial Street,"Dhokla, Raj Kachori, Rabri","Fast Food, Mithai",300
Alchemy - The Chancery Pavilion,No,Yes,4.3,497,Residency Road,"Craft Beer, Cocktails, Stout, Chicken Wings, Fish, Brewed Beer, Mysore Pak",Modern Indian,2000
Communiti,No,No,4.6,4119,Residency Road,"Pizza, Cocktails, Peri Peri Chicken, Craft Beer, Mocktails, Nachos, Pasta","Continental, BBQ, Salad",1500
Nagarjuna,No,No,4.3,1817,Residency Road,"Mutton Biryani, Chicken Biryani, Chicken 65, Mutton Pepper, Hyderabadi Biryani, Andhra Biryani, Mutton Keema Balls","Andhra, Biryani",800
Karavalli - The Gateway Hotel,No,Yes,4.5,682,Residency Road,"Appam, Fish, Sea Food, Cocktails, Prawn, Thali, Paratha","Mangalorean, Konkan, Seafood, Kerala",3500
Bangalore Brew Works,No,Yes,4.3,2246,Residency Road,"Spaghetti, Pizza, Wheat Beer, Cocktails, Risotto, Nachos, Draught Beer","Continental, Italian",1700
Green Theory,Yes,Yes,4.2,2872,Residency Road,"Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Potato Skins, Kiwi Lemonade","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800
Harima,No,Yes,4.3,678,Residency Road,"Sushi, Tuna Sashimi, Salads, Tofu Teriyaki, Pork Rice, Fried Noodles, Ramen",Japanese,2000
Meghana Foods,Yes,No,4.3,2177,Residency Road,"Chicken Boneless Biryani, Mutton Biryani, Hyderabadi Biryani, Andhra Style Biryani, Vegetable Biryani, Fry Prawns, Paneer Biryani","Biryani, Andhra, North Indian, Seafood",600
Sotally Tober,No,Yes,4.4,229,Residency Road,"Cocktails, Corn Fritters, Sangria, Butter Chicken, Paneer Steak, Chicken Steak, Chicken Cutlet","Asian, Burger, Chinese, Finger Food",1200
Mahesh Lunch Home,Yes,Yes,4.1,866,Residency Road,"Sea Food, Neer Dosa, Crab Ghee Roast, Jumbo Prawns, Thali, Crab Butter, Crab Masala","Seafood, Mangalorean, North Indian, Chinese",1400
Bang - The Ritz-Carlton,No,Yes,4.2,484,Residency Road,"Paneer Roll, Cocktails, Wine, Mexican Platter, Dragon Chicken, Paneer Tikka",Finger Food,3000
Japan Travel Cafe Azuki,No,No,4.3,79,Residency Road,"Miso Soup, Tempura","Cafe, Japanese",400
The Market - The Ritz-Carlton,No,Yes,4.3,620,Residency Road,"Pizza, Waffles, Roti, Pasta, Sushi, Salads, Fish","North Indian, European, Thai",3400
Pashto,No,No,4.1,803,Residency Road,"Biryani, Peshawari Paneer, Dal Tadka, Veg Pulao, Yakhni Shorba, Phirni, Murgh Peshawari","North Indian, Mughlai, Afghan",800
Chin Lung Resto Bar,No,No,4.0,519,Residency Road,"Masala Peanuts, Beer, Chicken Lollipop, Pepper Chicken, Chilli Chicken, Fried Rice, Chicken Tikka","North Indian, Chinese, Fast Food",1000
The Lantern Restaurant & Bar - The Ritz-Carlton...,No,Yes,4.3,432,Residency Road,"Dumplings, Momos, Chenin Blanc, Mapo Tofu, Cocktails, Noodles, Egg Fried Rice",Chinese,3500
Chung Wah,Yes,No,4.0,363,Residency Road,"Jasmine Tea, Spring Roll, Golden Fried Prawns, Momos, Hakka Noodles, Hunan Chicken Gravy, Drunken Chicken Wings","Chinese, Thai, Momos, Vietnamese",1000
Imperial Restaurant,Yes,No,3.9,367,Residency Road,"Ghee Rice, Biryani, Brain Pepper Fry, Chicken Kebab, Chicken Grill, Grape Juice, Kerala Parotta","North Indian, Chinese, Mughlai, Seafood",800
Palmgrove,No,No,4.0,228,Residency Road,"Masala Dosa, Naan, Vada, Pongal, Grape Juice, Coffee, Kulcha","North Indian, South Indian, Chinese, Juices",700
The Ritz-Carlton Bar - The Ritz-Carlton,No,Yes,4.0,94,Residency Road,Decor,Finger Food,2000
Northern Gate- Gateway Hotel,No,Yes,3.9,107,Residency Road,"Cut Fruits, Pasta, Sunday Brunch, Chilli Chicken, Curd Rice",North Indian,1900
Chai Point,Yes,No,4.0,135,Residency Road,"Banana Cake, Ginger Tea, Masala Chai, Samosa, Ginger Chai, Poha, Egg Puff","Fast Food, Beverages",250
RS Shiv Sagar Express,Yes,No,4.0,67,Residency Road,"Pav Bhaji, Kulfi, Chaat, Fries, Coffee, Chole Bhature, Paratha","South Indian, North Indian, Chinese, Fast Food",300
Sri Udupi Park,Yes,No,3.8,106,Residency Road,"Vada, Idli, Kharabath, Noodles, Filter Coffee","South Indian, Chinese",200
Masala Oota,Yes,No,3.6,79,Residency Road,"Donne Chicken Biryani, Akki Rottis, Roti, Mutton Chops, Chicken Curry, Vada, Coffee","South Indian, Biryani",500
Firewood Biryani,Yes,No,3.9,458,Residency Road,"Rice Kheer, Hariyali Chicken, Chicken Kebab, Chicken Biryani, Firewood Biryani, Mutton Biryani, Badam Phirni","Biryani, Kebab, Rolls",400
Faasos,Yes,No,3.9,253,Residency Road,"Rolls, Veggie Wrap, Chicken Wrap, Paneer Wrap, Chole, Dal Makhani, Jal-jeera","North Indian, Biryani, Fast Food",500
Rescafe,No,No,3.8,41,Residency Road,"Samosa, Tea",Beverages,100
Sweet Chariot Cafe,Yes,No,3.8,113,Residency Road,"Chocolate Mousse, Pasta, Chocolate Cake, Lemon Tarts, Veg Burger","Desserts, Bakery",500
The 13th Floor,No,Yes,4.4,4614,MG Road,"Cocktails, Lasagne, Mocktails, Martini, Mutton Pepper, Long Island Iced Tea, Mojito","Asian, North Indian, Thai",1700
Olive Bar And Kitchen,No,Yes,4.5,2219,Richmond Road,"Salads, Cocktails, Hazelnut Cake, Pepperoni Pizza, Mocktails, Calamari, Risotto","Mediterranean, European, Salad",1800
Chutney Chang,Yes,Yes,4.2,4752,Church Street,"Chaat, Chocolate Wonton, Apple Pie, Raj Kachori, Caramel Custard, Momos, Chicken Curry","North Indian, Chinese, BBQ",1500
Ebony,Yes,Yes,4.3,3152,MG Road,"Appam, Khao Suey, Chicken Biryani, Kebab Platter, Rabri, Prawn, Pad Thai","North Indian, South Indian",1500
Skyye,No,Yes,4.2,3140,Lavelle Road,"Cocktails, Long Island Iced Tea, Mojito, Peri Peri Chicken, Mocktails, Chicken Satay, Beer",Continental,2500
Arbor Brewing Company,No,Yes,4.5,8419,Brigade Road,"Kamikaze, Long Island Iced Tea, Pizza, Hefeweizen, Cocktails, Belgian Brew Beer, Chicken Bbq Wings","American, Continental",2000
KazÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,No,Yes,4.4,895,Lavelle Road,"Cocktails, Sushi, Salmon, Martini, Tempura Prawns, Chicken Gyoza, Ramen","Asian, Japanese, Thai",3000
JW Kitchen - JW Marriott Bengaluru,No,Yes,4.4,2143,Lavelle Road,"Pasta, Breakfast Buffet, Lasagne, Salads, Chocolate Cake, Chicken Soup, Seafood Salad","North Indian, Continental, Italian",2200
Shiro,Yes,Yes,4.4,2245,Lavelle Road,"Sushi, Dumplings, Sea Food, Chocolate Volcano, Lamb, Sunday Brunch, Chicken Yakitori","Japanese, Asian",3000
Yauatcha,No,Yes,4.6,2372,MG Road,"Dumplings, Noodles, Cocktails, Mocktails, Mango Mascarpone Gateau, Macaroon, Chocolate Hazelnut Mousse","Chinese, Asian, Cantonese, Tea",2800
The Permit Room,No,No,4.5,1610,Brigade Road,"Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,1500
Brik Oven,No,No,4.6,2295,Church Street,"Garlic Bread, Waffles, Brownie Shake, Cookie Monster Shake, Wood Fire Pizza, Big Bang Shake, Mushroom Pizza","Cafe, Pizza, Beverages",1100
The Tao Terraces,Yes,Yes,3.9,1943,MG Road,"Salads, Cocktails, Khao Suey, Laksa, Jumbo Prawns, Veg Sushi, Espresso Martini","Thai, Japanese, Korean, Burmese, Chinese",2100
ShakesBierre,No,Yes,4.5,403,Brigade Road,"Cocktails, Mocktails, Pizza, Sweet Yogurt, Jujeh Kabab, Burgers, Karela Chaat","Asian, Continental, European, North Indian",1500
Farzi Cafe,No,No,4.4,2435,Lavelle Road,"Appletini, Wheat Beer, Lamb Tacos, Cocktails, Martini, Stout, Sangria",Modern Indian,1500
NoLimmits Lounge and Club,Yes,Yes,4.1,2180,Brigade Road,"Salads, Chicken Bbq Wings, Sandwiches, Pasta, Biryani, Cocktails, Popcorn","Chinese, Continental, North Indian",2000
